img	seed	mean	std	alpha_1	alpha_0	beta	SSIM	PSNR	MS_SSIM	PSNR_HVS	PSNR_HMA	VIF	FSIM
2	2.4359949	-0.94814754	0.8719898	0.381541446869786	3.89959396120057	2.19204615720447	0.0724938395835641	9.73936410624146	0.332942402201234	54.5307861246785	63.7369698208031	0.0848591454247053	0.868591943625413
2	2.4359949	-0.94814754	0.8719898	4.36714701395908	4.84270331410466	4.3459727010696	0.0733267450946179	9.74572485797306	0.33514900275966	54.5400756927282	63.6925207444185	0.0851715388117616	0.869493551766366
2	2.4359949	-0.94814754	0.8719898	0.0518707694284998	2.50937296074369	2.47886646567073	0.0719154132440021	9.73395840777859	0.330190309969037	54.5206693854304	63.7511273974847	0.0849274636809032	0.867950740349476
2	2.4359949	-0.94814754	0.8719898	3.85660321633373	0.103759746797008	3.16824117463138	0.0783392081364885	9.71512375484495	0.337217594713397	54.4815885735983	62.7240191107962	0.0975425704878226	0.866985114423509
3	3.5507979	0.41629565	1.10159581	2.08511002351287	3.60162246721079	0.000571874086724433	0.0785461314953311	6.34739247037925	0.350621251499179	52.2286098963091	58.300776774732	0.208890682097054	0.854935162437573
3	3.5507979	0.41629565	1.10159581	2.17997451071002	0.129631159139457	2.74831238939355	0.078471214569103	6.23734803790342	0.346925594679865	52.1650349847064	58.0185451346347	0.219457935868338	0.85262327281752
3	3.5507979	0.41629565	1.10159581	2.75398951287288	3.54073911309052	1.45452369456472	0.0774355786595448	6.32435726437226	0.350369076757967	52.2473225531045	58.4111522494609	0.206544806924109	0.854630579390413
3	3.5507979	0.41629565	1.10159581	4.83514919506838	2.73616124587861	4.86342179982442	0.0782215455026308	6.31281731802629	0.350142061627663	52.2263196344732	58.2882768992593	0.209788086925505	0.854661354790936
3	3.5507979	0.41629565	1.10159581	1.1099658554487	4.35366153088688	1.03359577669713	0.0774208765514971	6.32398043458932	0.350367035550267	52.2472831712106	58.4113875406563	0.20655048647085	0.854606810931929
3	3.5507979	0.41629565	1.10159581	4.46430075718001	1.65989902650589	4.10614561528916	0.0785362649739717	6.2492253102585	0.347261455871929	52.1708167486104	58.042410898748	0.218238030421887	0.85288873719058
3	3.5507979	0.41629565	1.10159581	0.381541446869786	3.89959396120057	2.19204615720447	0.0773580478117168	6.32336565301619	0.350360607433157	52.2473730526073	58.4143692245388	0.206446654846447	0.854544114000415
3	3.5507979	0.41629565	1.10159581	4.36714701395908	4.84270331410466	4.3459727010696	0.0774208570507775	6.32394062474542	0.350365446749851	52.2472588346751	58.4112500381101	0.206553825361322	0.854611349316578
3	3.5507979	0.41629565	1.10159581	0.0518707694284998	2.50937296074369	2.47886646567073	0.0773596099258275	6.32410776788847	0.350379237950309	52.2477691130247	58.4167512474805	0.206312501827682	0.854531163122034
3	3.5507979	0.41629565	1.10159581	3.85660321633373	0.103759746797008	3.16824117463138	0.0784706248033554	6.23685095393111	0.346908964539985	52.1647070002573	58.0171432396241	0.219518690742881	0.852615745103095
4	4.96702984	0.0944645	1.93405968	2.08511002351287	3.60162246721079	0.000571874086724433	0.0642092584717209	6.73567014170901	0.291270936639089	53.1470430742252	58.0090948699367	0.183622691770522	0.840183471838427
4	4.96702984	0.0944645	1.93405968	2.17997451071002	0.129631159139457	2.74831238939355	0.0636717057273649	6.5989394326492	0.287323973747263	53.0551045633274	57.7123603263607	0.194549485733504	0.83846487568074
4	4.96702984	0.0944645	1.93405968	2.75398951287288	3.54073911309052	1.45452369456472	0.0632320038395487	6.72134051840712	0.290989847468655	53.1807460303319	58.1421758760326	0.182393414451813	0.839842304300765
4	4.96702984	0.0944645	1.93405968	4.83514919506838	2.73616124587861	4.86342179982442	0.0637398870730673	6.70603611332592	0.29054992905756	53.1484008761741	58.0158774941202	0.18476034348507	0.839947826114118
4	4.96702984	0.0944645	1.93405968	1.1099658554487	4.35366153088688	1.03359577669713	0.0632185045861976	6.72082347041679	0.290955615761715	53.1809026144857	58.1430174887915	0.182391378597199	0.839823404043682
4	4.96702984	0.0944645	1.93405968	4.46430075718001	1.65989902650589	4.10614561528916	0.0637969460379483	6.61472627990537	0.287792047281006	53.0641526534949	57.7412019098532	0.19347496696587	0.83866111230675
4	4.96702984	0.0944645	1.93405968	0.381541446869786	3.89959396120057	2.19204615720447	0.0631895254328239	6.72038513242495	0.290902848483826	53.1818364691476	58.1478367543932	0.182390109697281	0.839803904662228
4	4.96702984	0.0944645	1.93405968	4.36714701395908	4.84270331410466	4.3459727010696	0.0632153162980538	6.72074853900626	0.290950804878703	53.1809088860835	58.1431510425805	0.182390555760419	0.839828554969468
4	4.96702984	0.0944645	1.93405968	0.0518707694284998	2.50937296074369	2.47886646567073	0.0632036584396366	6.7213014662272	0.290961479624694	53.1825824625989	58.1498034917515	0.182350018370427	0.839815424882882
4	4.96702984	0.0944645	1.93405968	3.85660321633373	0.103759746797008	3.16824117463138	0.0636719610770601	6.59903401018367	0.287326811337209	53.0551891731798	57.7126344669743	0.194541310276704	0.838464595745732
5	5.22199317	0.74146461	0.44398634	2.08511002351287	3.60162246721079	0.000571874086724433	0.0927193247482098	4.9225354284833	0.427502068475478	49.5572526274525	60.1189134288878	0.149846293629986	0.866862103408114
5	5.22199317	0.74146461	0.44398634	2.17997451071002	0.129631159139457	2.74831238939355	0.0921375100292965	4.8554206535738	0.421669053714984	49.5297231478997	59.7945657051442	0.15825543793809	0.86406022013639
5	5.22199317	0.74146461	0.44398634	2.75398951287288	3.54073911309052	1.45452369456472	0.0885645736602842	4.88552382930638	0.424426354776506	49.5571048555369	60.2666339509759	0.146150133490338	0.866662313181484
5	5.22199317	0.74146461	0.44398634	4.83514919506838	2.73616124587861	4.86342179982442	0.090492780789544	4.88294958045671	0.425228459867067	49.5519564033494	60.1168564609417	0.15005898092099	0.867095816923691
5	5.22199317	0.74146461	0.44398634	1.1099658554487	4.35366153088688	1.03359577669713	0.0884834694035089	4.88490604918991	0.424287324679413	49.5568441063269	60.2665766763306	0.146107225071448	0.866593536708358
5	5.22199317	0.74146461	0.44398634	4.46430075718001	1.65989902650589	4.10614561528916	0.0920497990215233	4.86059251984656	0.422130070193652	49.5328572185627	59.8324262008528	0.157292179609164	0.864567382589433
5	5.22199317	0.74146461	0.44398634	0.381541446869786	3.89959396120057	2.19204615720447	0.0882409997368985	4.88356548044531	0.423729132908911	49.5559850830067	60.270267774097	0.145812464011418	0.866279357456038
5	5.22199317	0.74146461	0.44398634	4.36714701395908	4.84270331410466	4.3459727010696	0.0885130237800806	4.88495669975353	0.424329084490667	49.5569328463661	60.2661606106268	0.146149434694612	0.866610880819694
5	5.22199317	0.74146461	0.44398634	0.0518707694284998	2.50937296074369	2.47886646567073	0.0882896493145843	4.88434359047038	0.42369949709792	49.5562615038822	60.2759260738085	0.145723226931715	0.866275256605429
5	5.22199317	0.74146461	0.44398634	3.85660321633373	0.103759746797008	3.16824117463138	0.0921483607439149	4.85506579234439	0.421646666283358	49.5295504864184	59.7917574891186	0.158376245039437	0.864054320212772
6	6.89286015	-0.33604039	1.7857203	2.08511002351287	3.60162246721079	0.000571874086724433	0.0729891297459191	7.9403064571641	0.324731303743602	54.617760135512	58.5020742073067	0.187130948776643	0.847951729794773
6	6.89286015	-0.33604039	1.7857203	2.17997451071002	0.129631159139457	2.74831238939355	0.0726227720537777	7.77867563789427	0.321837298701211	54.5053280014707	58.202860349756	0.200606308371296	0.846191992650662
6	6.89286015	-0.33604039	1.7857203	2.75398951287288	3.54073911309052	1.45452369456472	0.0719247379409372	7.90739801680286	0.324377105031653	54.6615476600733	58.6457835805342	0.187546774844511	0.847988138376478
6	6.89286015	-0.33604039	1.7857203	4.83514919506838	2.73616124587861	4.86342179982442	0.0724419692019228	7.89163829562057	0.324016759931157	54.6240577743935	58.5205407384247	0.18939949743655	0.847997998097135
6	6.89286015	-0.33604039	1.7857203	1.1099658554487	4.35366153088688	1.03359577669713	0.0719115671582864	7.90699432730602	0.324367686038566	54.6615147788981	58.6464628941217	0.187579037002596	0.847973596573705
6	6.89286015	-0.33604039	1.7857203	4.46430075718001	1.65989902650589	4.10614561528916	0.0727113745835979	7.79782120465783	0.322100801237454	54.5168419102459	58.2329596957133	0.19912881375669	0.846448191301132
6	6.89286015	-0.33604039	1.7857203	0.381541446869786	3.89959396120057	2.19204615720447	0.0718839132467242	7.90660453382776	0.324343072467659	54.6614464529041	58.6500934820826	0.187683698883785	0.847937563313213
6	6.89286015	-0.33604039	1.7857203	4.36714701395908	4.84270331410466	4.3459727010696	0.0719124773801379	7.90698568897479	0.324373084186769	54.6615188465307	58.6463648245678	0.187574979997772	0.847979480875462
6	6.89286015	-0.33604039	1.7857203	0.0518707694284998	2.50937296074369	2.47886646567073	0.0718743247100928	7.90740451882096	0.324274834531155	54.6610746853351	58.6510088086109	0.187656421989886	0.847988854360963
6	6.89286015	-0.33604039	1.7857203	3.85660321633373	0.103759746797008	3.16824117463138	0.0726218375366212	7.77879539845898	0.321839934144355	54.5054379655365	58.2031838131812	0.200593177197678	0.846190459477884
7	7.07630829	0.55983758	0.15261658	2.08511002351287	3.60162246721079	0.000571874086724433	0.142466312003127	5.95378885073053	0.583777726079729	50.4928613335495	61.9438348356471	0.199794734646007	0.901337108870782
7	7.07630829	0.55983758	0.15261658	2.17997451071002	0.129631159139457	2.74831238939355	0.143307446764501	5.88973896467066	0.577105591296725	50.4740707043945	61.5842260684783	0.210726397163967	0.896670903611534
7	7.07630829	0.55983758	0.15261658	2.75398951287288	3.54073911309052	1.45452369456472	0.139558877431946	5.91400628546206	0.580334661006372	50.4819887336728	62.0214339141723	0.195926112157809	0.900952043278608
7	7.07630829	0.55983758	0.15261658	4.83514919506838	2.73616124587861	4.86342179982442	0.142105532045487	5.91233110902296	0.581544917127184	50.486617003015	61.8750342643163	0.201276689210953	0.901088805123605
7	7.07630829	0.55983758	0.15261658	1.1099658554487	4.35366153088688	1.03359577669713	0.139470382609855	5.91340337842146	0.580176110099648	50.4815350696886	62.0185425382977	0.195894297259907	0.900872970528824
7	7.07630829	0.55983758	0.15261658	4.46430075718001	1.65989902650589	4.10614561528916	0.143303646437103	5.89337390091928	0.577698044823777	50.4753102401601	61.611060296846	0.209736301166201	0.897179119340415
7	7.07630829	0.55983758	0.15261658	0.381541446869786	3.89959396120057	2.19204615720447	0.139196321242361	5.91212577825312	0.57972976655187	50.4802271669397	62.0124397062204	0.195707633354597	0.900603071973818
7	7.07630829	0.55983758	0.15261658	4.36714701395908	4.84270331410466	4.3459727010696	0.139550127972278	5.91363574947493	0.580333728293575	50.4821032620517	62.0195173872419	0.195983616282989	0.900940183937269
7	7.07630829	0.55983758	0.15261658	0.0518707694284998	2.50937296074369	2.47886646567073	0.139184243532981	5.91256251220481	0.579783896031174	50.4804078383339	62.0176579685005	0.195761659643821	0.900529973286782
7	7.07630829	0.55983758	0.15261658	3.85660321633373	0.103759746797008	3.16824117463138	0.143305451609966	5.88971486186681	0.577100461025382	50.4740589152619	61.5841246149203	0.21072846876338	0.89667031921855
8	8.8734294	0.93708133	1.74685881	2.08511002351287	3.60162246721079	0.000571874086724433	0.057667700131899	4.84227758893873	0.291556160335749	49.9638025425853	58.5221737642932	0.132969270180716	0.842394358514592
8	8.8734294	0.93708133	1.74685881	2.17997451071002	0.129631159139457	2.74831238939355	0.057409709469944	4.76653929923744	0.287974759007673	49.927331283765	58.2499714600811	0.13903275598371	0.840529614954848
8	8.8734294	0.93708133	1.74685881	2.75398951287288	3.54073911309052	1.45452369456472	0.0559991029108332	4.82540750515853	0.291440778872611	49.9810052165099	58.7019916725529	0.128579724768436	0.842681417712503
8	8.8734294	0.93708133	1.74685881	4.83514919506838	2.73616124587861	4.86342179982442	0.0566823744955223	4.81915434613369	0.291390669362492	49.9699656963228	58.5807623630121	0.1311339420527	0.842739466467372
8	8.8734294	0.93708133	1.74685881	1.1099658554487	4.35366153088688	1.03359577669713	0.0559664685381728	4.82500095023447	0.291394511628356	49.9810338444791	58.7037858039254	0.128531247275822	0.842630275044856
8	8.8734294	0.93708133	1.74685881	4.46430075718001	1.65989902650589	4.10614561528916	0.0573412512447193	4.77591825061334	0.288416348634774	49.9316695825136	58.2830544553	0.137784194891036	0.84084900450475
8	8.8734294	0.93708133	1.74685881	0.381541446869786	3.89959396120057	2.19204615720447	0.0558663735170443	4.82444560702278	0.29112947286845	49.9811133852185	58.7110002365267	0.128392695469285	0.842596383978199
8	8.8734294	0.93708133	1.74685881	4.36714701395908	4.84270331410466	4.3459727010696	0.0559597440550441	4.82492599722118	0.29138089240675	49.9810510746508	58.7042795381545	0.128518945399207	0.842641553761312
8	8.8734294	0.93708133	1.74685881	0.0518707694284998	2.50937296074369	2.47886646567073	0.05585906510022	4.82522243180301	0.290994383008867	49.9812636839027	58.7141528213829	0.128261059250867	0.842573910370679
8	8.8734294	0.93708133	1.74685881	3.85660321633373	0.103759746797008	3.16824117463138	0.0574105538556662	4.76636318052552	0.287968488372472	49.9272224986802	58.2491294293983	0.139058643790365	0.840527858987541
9	9.01037415	0.00374918	0.02074831	2.08511002351287	3.60162246721079	0.000571874086724433	0.429608445146921	20.6321422350949	0.908039370581948	68.2800283050184	70.7464884660256	0.473665616090171	0.979045287663378
9	9.01037415	0.00374918	0.02074831	2.17997451071002	0.129631159139457	2.74831238939355	0.468342293229709	22.1355250399221	0.929059439596258	69.2455484045364	71.2393346193913	0.662215323313564	0.979457960497109
9	9.01037415	0.00374918	0.02074831	2.75398951287288	3.54073911309052	1.45452369456472	0.505971107518414	23.3596916784995	0.945499966044196	69.9546221017085	73.5546400676406	0.693937371372757	0.987894166348272
9	9.01037415	0.00374918	0.02074831	4.83514919506838	2.73616124587861	4.86342179982442	0.485974232771107	22.6488259226648	0.936898186955004	69.5775977796602	72.0262555331862	0.668220508586039	0.983400300991024
9	9.01037415	0.00374918	0.02074831	1.1099658554487	4.35366153088688	1.03359577669713	0.506064030778786	23.3711119469873	0.945913070807761	69.9654805861405	73.6082167657695	0.6960857166382	0.987911288343806
9	9.01037415	0.00374918	0.02074831	4.46430075718001	1.65989902650589	4.10614561528916	0.469852520787436	22.148883130309	0.929677886775152	69.275320581868	71.2975795935903	0.66004985218362	0.97982341478367
9	9.01037415	0.00374918	0.02074831	0.381541446869786	3.89959396120057	2.19204615720447	0.50548789515899	23.3801880584552	0.947010918638908	69.9897968002005	73.6391013693989	0.697516173607376	0.987836830816004
9	9.01037415	0.00374918	0.02074831	4.36714701395908	4.84270331410466	4.3459727010696	0.504192406678825	23.3283556454975	0.945306242573004	69.9406463711812	73.4270864021463	0.692689922581834	0.987676701672867
9	9.01037415	0.00374918	0.02074831	0.0518707694284998	2.50937296074369	2.47886646567073	0.506020799985109	23.397908543	0.94852307740596	70.032862489919	73.7320883838377	0.698668905818215	0.987660310672136
9	9.01037415	0.00374918	0.02074831	3.85660321633373	0.103759746797008	3.16824117463138	0.468351854080721	22.1336346689976	0.929139440427867	69.2475946324238	71.2434350313106	0.661733292709438	0.979486147804578
10	10.77132064	-0.9584961	1.54264129	2.08511002351287	3.60162246721079	0.000571874086724433	0.0758909090200875	9.38165791360912	0.297192475890882	54.7708778614624	60.6112760934033	0.125139122425335	0.856005484786238
10	10.77132064	-0.9584961	1.54264129	2.17997451071002	0.129631159139457	2.74831238939355	0.0751471813570805	9.23275558944359	0.295243114170701	54.7028577518819	60.2970313522571	0.13691012640818	0.855282839528872
10	10.77132064	-0.9584961	1.54264129	2.75398951287288	3.54073911309052	1.45452369456472	0.0725299794753591	9.31941277656762	0.297575560230099	54.8382114916224	61.0464889715281	0.123562207965479	0.857465387024973
10	10.77132064	-0.9584961	1.54264129	4.83514919506838	2.73616124587861	4.86342179982442	0.073978848524548	9.31477821783673	0.298631753043326	54.8108943648234	60.8186391904034	0.126046714737919	0.85787687034515
10	10.77132064	-0.9584961	1.54264129	1.1099658554487	4.35366153088688	1.03359577669713	0.0724505712340735	9.31885320195309	0.297420338486095	54.8386937606639	61.0543970286636	0.123522196183437	0.857432942661891
10	10.77132064	-0.9584961	1.54264129	4.46430075718001	1.65989902650589	4.10614561528916	0.0751808312893575	9.25377315042072	0.295969309799612	54.7191951950557	60.3630827307031	0.13496836417053	0.855869078024364
10	10.77132064	-0.9584961	1.54264129	0.381541446869786	3.89959396120057	2.19204615720447	0.0722342525011177	9.31795531805908	0.296749862294662	54.8404274108547	61.081711229458	0.123409724734714	0.857230997094838
10	10.77132064	-0.9584961	1.54264129	4.36714701395908	4.84270331410466	4.3459727010696	0.0724459927613233	9.31877561308229	0.297408823354026	54.8387187020199	61.0550376295511	0.123520250796607	0.857442981081318
10	10.77132064	-0.9584961	1.54264129	0.0518707694284998	2.50937296074369	2.47886646567073	0.0722262862419781	9.31769102993836	0.295886130907031	54.8396684662709	61.0958519290645	0.123487844941719	0.857172380871819
10	10.77132064	-0.9584961	1.54264129	3.85660321633373	0.103759746797008	3.16824117463138	0.0751482040188108	9.23272658718448	0.295242212819363	54.7028010443344	60.2967632007077	0.136914531793548	0.855285494869675
